酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H14,2020-01-02,每次广州出差必选的酒店了，老品牌，价格还便宜，马路对面的同等房型要1000多，每次指定选择还有一个就是隔壁就是商场，中高档次。酒店从大唐到电梯，到房间，每一步都是让人愉悦。入住的给人也是比较有礼貌的那种，不会觉得膈应，哈哈哈哈,商务房,2.0,0.5397999882698059,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['每次', '广州', '出差', '必选', '品牌', '价格', '便宜', '马路', '对面', '同等', '房型', '每次', '指定', '选择', '隔壁', '商场', '中', '高档次', '大唐', '电梯', '房间', '一步', '愉悦', '入住', '礼貌', '那种', '膈', '应', '哈哈哈哈']",位置,14,3.0,8357,5
H14,2020-01-03,位置特别好，有地点口，购物方便,精英房,2.0,0.8567000031471252,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '特别', '地点', '口', '购物']",位置,14,1.0,8358,2
H14,2020-01-03,好好好谢谢,商务房,0.0,0.4945999979972839,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['好好', '谢谢']",服务,14,1.0,8359,2
H14,2020-01-03,性價比很高的一個名牌酒店。,商务房,2.0,0.4120999872684479,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['性價', '很高', '一個', '名牌']",位置,14,1.5,8360,3
H14,2020-01-03,住宿条件好，还提供矿泉水??,商务房,0.0,0.6305999755859375,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['住宿', '条件', '提供', '矿泉水']",服务,14,1.5,8361,3
H14,2020-01-03,很好很好，交通便利,豪华房,5.0,0.8282999992370605,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['很好', '很好', '交通', '便利']",性价比,14,1.0,8362,2
H14,2020-01-03,挺好的，比较环保的酒店！没有带牙刷的可以问客房服务员要！环境不错，服务也挺好的。餐饮也好，出行方便！,精英房,5.0,0.4636000096797943,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环保', '牙刷', '问', '客房', '服务员', '环境', '不错', '服务', '挺好', '餐饮', '出行']",性价比,14,1.5,8363,3
H14,2020-01-03,**宾馆，真的差到极致,豪华房,6.0,0.6834999918937683,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['宾馆', '真的', '差', '极致']",设施,14,1.5,8364,3
H14,2020-01-04,早餐丰盛，适合孩子出游，酒店位置很好，有停车场。预订的时候还心有顾忌，入住之后觉得很好，酒店工作人员很友好的告诉我们他们酒店餐厅点外卖比到店优惠，因为我带着孩子，客房清洁人员给我备了足够的矿泉水，很暖心，这是我住过提供矿泉水最充足的酒店。顶层意大利餐厅的羊排很棒，力荐！,商务贵宾房,1.0,0.4399999976158142,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['早餐', '丰盛', '适合', '孩子', '出游', '位置', '停车场', '预订', '还心', '顾忌', '入住', '工作人员', '友好', '告诉', '餐厅', '点', '外卖', '店', '优惠', '孩子', '客房', '清洁', '人员', '备', '足够', '矿泉水', '暖', '心', '住', '提供', '矿泉水', '充足', '顶层', '意大利', '餐厅', '羊排', '很棒', '力荐']",卫生,14,5.0,8365,5
H14,2020-01-04,因为知道是老牌子的国营五星，降低了期望值去住，反而感觉还不错。地段特别好，地铁边上，机场打车过来如果不堵车，也就半小时。周边步行可达范围内，基本上吃吃喝喝选择多多。 酒店是旧了一点，老派的设施跟装潢，有浴缸没有淋浴间，床也偏窄，但是住住还是比较舒适的，而且服务也还中规中矩，起码是训练有素。至于酒店的一楼中餐厅，吃了两次，很不错。 所以总的想想，下次过来还是会住的。,精英房,2.0,0.5192000269889832,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['老牌子', '国营', '五星', '降低', '期望值', '住', '感觉', '不错', '地段', '特别', '地铁', '边上', '机场', '打车', '不堵车', '半小时', '周边', '步行', '达', '吃吃喝喝', '选择', '旧', '一点', '老派', '设施', '装潢', '浴缸', '淋浴间', '床', '偏窄', '住', '住', '舒适', '服务', '中规中矩', '起码', '训练有素', '一楼', '中餐厅', '吃', '两次', '不错', '总', '想想', '下次', '住']",位置,14,1.0,8366,2
H14,2020-01-04,老牌酒店了，但设施设备保持的很好,商务房,5.0,0.8282999992370605,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['老牌', '设施', '设备', '很好']",性价比,14,1.5,8367,3
H14,2020-01-04,交通非常方便，酒店虽然比较老，但还是很干净的，服务中规中矩，这个地段这个价格还是可以接受的，以后来广州还是会考虑的,商务房,5.0,0.5454000234603882,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '干净', '服务', '中规中矩', '地段', '价格', '接受', '广州']",性价比,14,1.0,8368,2
H14,2020-01-04,很一般，早餐款式很多，但味道都很一般，我宁愿少些选择，但每样做得地道点,豪华房,3.0,0.476500004529953,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['早餐', '款式', '味道', '少', '选择', '每样', '做', '地道', '点']",性价比,14,1.5,8369,3
H14,2020-01-05,位置不错，房间也还算可以吧,精英房,5.0,0.8281999826431274,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '不错', '房间', '还算']",性价比,14,1.5,8370,3
H14,2020-01-05,這是一個很開心的住宿體驗，酒店雖然是老牌酒店但房間大，潔淨，舒服。從窗外的望對面便是花園酒店，開揚，夜景美。酒店中歺館食物也很有質素，原來用房卡可以有折扣，但因我們是check in 前去食，所以享受不到這個優惠，實在太可惜。,商务房,4.0,0.5052000284194946,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['這', '一個', '開心', '住宿', '體驗', '雖然', '老牌', '房間', '潔淨', '舒服', '從', '窗外', '對', '面', '便是', '花園', '開揚', '夜景', '美', '中', '歺', '館', '食物', '質素', '原來', '房卡', '折扣', '我們', '前去', '食', '享受', '不到', '這個', '優惠', '實在', '太', '可惜']",设施,14,0.0,8371,1
H14,2020-01-05,房间干净、服务很好！,商务房,1.0,0.7853999733924866,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '干净', '服务']",卫生,14,1.5,8372,3
H14,2020-01-05,??是老牌的五星酒店 装修中规中矩 房间很大 活动空间很大 周边交通便利 值得一题的是酒店的服务 从总台到清洁工阿姨服务都是五星的 热情??周到 有求必应 很好的一次居住体验 强烈推荐,商务房,5.0,0.3194000124931335,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['老牌', '五星', '装修', '中规中矩', '房间', '很大', '活动', '空间', '很大', '周边', '交通', '便利', '值得', '一题', '服务', '总台', '清洁工', '阿姨', '服务', '五星', '热情', '周到', '有求必应', '很好', '居住', '体验', '强烈推荐']",性价比,14,4.0,8373,5
H14,2020-01-05,帮朋友订的，他们说很满意，位置很好，逛街方便。,商务房,0.0,0.5907999873161316,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['帮', '朋友', '订', '满意', '位置', '逛街']",服务,14,1.0,8374,2
H14,2020-01-06,稍稍旧了些，不过性价比还是很高，服务好,商务房,5.0,0.6844000220298767,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['稍稍', '旧', '性价比', '高', '服务']",性价比,14,1.5,8375,3
H14,2020-01-06,市中心，非常方便出游,商务房,3.0,0.3810999989509582,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['市中心', '出游']",性价比,14,1.5,8376,3
H14,2020-01-06,老牌品牌，位置好找，地处繁华地区。早茶非常地道。,商务房,2.0,0.546999990940094,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['老牌', '品牌', '位置', '好找', '地处', '繁华', '地区', '早茶', '地道']",位置,14,1.5,8377,3
H14,2020-01-07,每次来广州都住这里,商务房,2.0,0.7853999733924866,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['每次', '广州', '住']",位置,14,1.5,8378,3
H14,2020-01-07,地段好，门口就是地铁。,精英房,2.0,0.546999990940094,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地段', '门口', '地铁']",位置,14,1.5,8379,3
H14,2020-01-07,朋友推荐的 酒店位置极佳 出行方便 赞,精英房,2.0,0.4623999893665313,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['朋友', '推荐', '位置', '极佳', '出行', '赞']",位置,14,1.0,8380,2
H14,2020-01-07,周围环境不错，交通、购物都很方便。房价超值！,商务房,5.0,0.368800014257431,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['周围环境', '不错', '交通', '购物', '房价', '超值']",性价比,14,1.5,8381,3
H14,2020-01-08,整体还行吧,豪华房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['整体', '还行']",性价比,14,1.5,8382,3
H14,2020-01-08,服务周到，卫生,精英房,1.0,0.7135999798774719,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务周到', '卫生']",卫生,14,1.0,8383,2
H14,2020-01-08,不错 地理位置优越,商务房,2.0,0.4909000098705292,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '地理位置', '优越']",位置,14,1.5,8384,3
H14,2020-01-08,前台态度很好。赞,豪华房,1.0,0.7139999866485596,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['态度', '赞']",卫生,14,1.5,8385,3
H14,2020-01-08,环境不错呦，服务也挺好的,精英房,5.0,0.6894000172615051,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '不错', '呦', '服务', '挺好']",性价比,14,1.5,8386,3
H14,2020-01-08,老牌五星，设施有点旧了，但还比较干净，面朝白云山的房间，挺安静，早餐也不错，周边吃的地方很多，但来不及去一一品尝,精英房,5.0,0.8906000256538391,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['老牌', '五星', '设施', '旧', '干净', '面朝', '白云山', '房间', '安静', '早餐', '不错', '周边', '吃', '品尝']",性价比,14,1.0,8387,2
H14,2020-01-08,几年前住过，前台态度很好，就是下车的时候带小孩，拎了一堆行李，进了大门才帮忙拿。有点小失望。希望改进。,商务房,2.0,0.4241000115871429,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['几年', '前', '住', '态度', '下车', '小孩', '拎', '一堆', '行李', '进', '大门', '帮忙', '失望', '希望', '改进']",位置,14,1.0,8388,2
H14,2020-01-08,服务，设施都好,豪华房,5.0,0.7138000130653381,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '设施']",性价比,14,1.5,8389,3
H14,2020-01-09,周围吃饭购物非常方便，带孩子出行连续住了好几天，长隆回来又住了一天，服务特别好，门口还有好吃的土耳其冰淇淋店，下次去广州还住这里,豪华房,3.0,0.3810000121593475,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['吃饭', '购物', '孩子', '出行', '连续', '住', '几天', '长隆', '回来', '住', '服务', '特别', '门口', '好吃', '土耳其', '冰淇淋', '店', '下次', '广州', '住']",性价比,14,2.0,8390,4
H14,2020-01-09,老酒店了，装修过，还好，旁边有商场，不过也没啥好逛的。,豪华房,2.0,0.8359000086784363,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['装修', '还好', '旁边', '商场', '好逛']",位置,14,1.5,8391,3
H14,2020-01-09,还不错，地段热闹，服务不错,精英房,5.0,0.6793000102043152,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '地段', '热闹', '服务', '不错']",性价比,14,1.0,8392,2
H14,2020-01-09,老酒店服务好,豪华房,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务'],卫生,14,1.5,8393,3
H14,2020-01-09,酒店还可以，商务出行,商务房,2.0,0.7142000198364258,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['商务', '出行']",位置,14,1.5,8394,3
H14,2020-01-09,中心城区，交通便利,商务房,6.0,0.4492000043392181,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['中心', '城区', '交通', '便利']",设施,14,1.0,8395,2
H14,2020-01-09,天台有游泳池，很不错,商务房,5.0,0.7315000295639038,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['天台', '游泳池', '不错']",性价比,14,1.5,8396,3
H14,2020-01-10,环境不错！,商务房,5.0,0.7142000198364258,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '不错']",性价比,14,1.5,8397,3
H14,2020-01-10,每次去都住，不错，有家的温馨,豪华房,2.0,0.4891999959945678,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['每次', '住', '不错', '有家', '温馨']",位置,14,1.0,8398,2
H14,2020-01-10,酒店环境！早餐特别棒,商务房,5.0,0.5031999945640564,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '早餐', '特别', '棒']",性价比,14,1.0,8399,2
H14,2020-01-10,硬件挺好的，看不出是这么来的酒店，酒店房间略小，但是干净设施也不错。天台泳池是亮点，还有温水吃带小朋友泡超暖和,豪华房,1.0,0.4961999952793121,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['硬件', '看不出', '房间', '干净', '设施', '不错', '天台', '泳池', '亮点', '温水', '吃', '小朋友', '泡', '超', '暖和']",卫生,14,1.0,8400,2
H14,2020-01-10,位置非常好，一层中餐厅也不错，离地铁淘金站步行就二分钟，搭乘地铁公交都非常方便。附近有广州酒家、陶陶居，美食特别多,精英房,2.0,0.5450000166893005,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '一层', '中餐厅', '不错', '地铁', '淘金', '站', '步行', '分钟', '搭乘', '地铁', '公交', '广州', '酒家', '陶陶', '居', '美食', '特别']",位置,14,1.0,8401,2
H14,2020-01-10,**宾馆的普通房，真的就很一般…浴缸也蓄不住水。胜在地里位置好。性价比也还算不错喇。,精英房,3.0,0.4356000125408172,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['宾馆', '房', '真的', '浴缸', '蓄', '不住', '水', '胜', '地里', '位置', '性价比', '还算', '不错', '喇']",性价比,14,-1.0,8402,1
H14,2020-01-11,很好的一次住宿体验！,商务房,0.0,0.4846000075340271,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['很好', '住宿', '体验']",服务,14,1.5,8403,3
H14,2020-01-11,酒店管理很好，就是游客很杂乱,商务房,2.0,0.5436999797821045,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['管理', '游客', '杂乱']",位置,14,0.0,8404,1
H14,2020-01-11,涉外宾馆，给国外表姐一家订的，不错,商务房,6.0,0.5194000005722046,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['涉外', '宾馆', '国外', '表姐', '一家', '订', '不错']",设施,14,1.5,8405,3
H14,2020-01-11,房间样式很好，无论是舒适程度还是内部装饰都很有风格，这里的服务员态度耐心很热情，酒店位于广州市中心地带周围包围着很多商场还有广州著名的小吃餐厅点都德，陶陶居都在酒店附近，交通也十分方便门口就是地铁5号线还有公交车，地铁2站就可以到动物园离很多广州的游乐景点都很近，很适合来广州旅游的朋友入住！,豪华房,6.0,0.3291000127792358,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['房间', '样式', '无论是', '舒适', '程度', '内部', '装饰', '风格', '服务员', '态度', '耐心', '热情', '位于', '广州市', '中心地带', '包围', '商场', '广州', '著名', '小吃', '餐厅', '点', '都德', '陶陶', '居', '交通', '门口', '地铁', '号线', '公交车', '地铁站', '动物园', '广州', '游乐', '适合', '广州', '旅游', '朋友', '入住']",设施,14,2.0,8406,4
H14,2020-01-11,早餐挺好的，适合带小孩子，三十楼有泳池。免费停车。,商务房,0.0,0.9045000076293944,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['早餐', '适合', '小孩子', '三十', '楼', '泳池', '免费', '停车']",服务,14,2.0,8407,4
H14,2020-01-12,交通方便，酒店设施不错,豪华房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '酒店设施', '不错']",性价比,14,1.5,8408,3
H14,2020-01-12,非常喜欢这种风格,精英房,1.0,0.7141000032424927,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['喜欢', '风格']",卫生,14,1.0,8409,2
H14,2020-01-12,大厅很豪，房间很老旧,商务房,6.0,0.3623999953269958,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['大厅', '豪', '房间', '旧']",设施,14,1.5,8410,3
H14,2020-01-12,酒店服务态度非常好??，早餐??丰富多彩、卫生。顶层泳池设计风格独特。地理位置优越。周边配套设施完善。,商务房,5.0,0.3907000124454498,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务态度', '早餐', '丰富多彩', '卫生', '顶层', '泳池', '设计', '风格', '独特', '地理位置', '优越', '周边', '配套', '设施', '完善']",性价比,14,2.0,8411,4
H14,2020-01-12,老牌的五星級，服務和基本配置都很好，位置非常方便，但是也有一定年份，設施都相對老舊,商务房,3.0,0.3684000074863434,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['老牌', '五星', '級', '服務', '配置', '位置', '年份', '設施', '相對', '舊']",性价比,14,1.5,8412,3
H14,2020-01-12,地理位置非常好，老牌酒店，就是房间太太小了,商务房,2.0,0.5684000253677368,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['地理位置', '老牌', '房间', '太太']",位置,14,1.5,8413,3
H14,2020-01-12,很少写评论 这个必须写 这个酒店是我住过性价比最好的酒店 酒店氛围都很热情 特别表扬客房服务员李卫丽 很热心细心 还特意留了字条,豪华至尊大床房,0.0,0.5322999954223633,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['写', '评论', '写', '住', '性价比', '氛围', '热情', '特别', '表扬', '客房', '服务员', '李卫丽', '热心', '细心', '特意', '留', '字条']",服务,14,5.0,8414,5
H14,2020-01-13,服务周到啊 市中心，离各种地方都好近,豪华房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务周到', '市中心']",性价比,14,1.5,8415,3
H14,2020-01-13,帮客人代定的，客人很满意，早餐也很丰盛，商务旅游都很合适，是性价比超高的人气酒店，值得推荐，地理位置优越，好！,豪华至尊大床房,2.0,0.3120000064373016,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['帮', '客人', '代定', '客人', '满意', '早餐', '丰盛', '商务', '旅游', '合适', '性价比', '超高', '人气', '值得', '推荐', '地理位置', '优越']",位置,14,4.0,8416,5
H14,2020-01-14,空调不太给力，没暖风。,商务房,6.0,0.8277000188827515,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['空调', '太', '力', '暖风']",设施,14,1.5,8417,3
H14,2020-01-14,出差广州大多是住这家，放心舒适,精英房,2.0,0.8773000240325928,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['出差', '广州', '住', '这家', '放心', '舒适']",位置,14,2.0,8418,4
H14,2020-01-14,给同事预定的房间，很满意,行政房,2.0,0.828000009059906,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['同事', '预定', '房间', '满意']",位置,14,1.0,8419,2
H14,2020-01-14,老宾馆了 地理位置不错 其他的都老了,白云亲子双床房,6.0,0.311599999666214,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['宾馆', '地理位置', '不错']",设施,14,1.5,8420,3
H14,2020-01-15,出差很合适，性价比很高，出行非常方便,商务房,5.0,0.4765999913215637,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['出差', '合适', '性价比', '高', '出行']",性价比,14,1.0,8421,2
H14,2020-01-16,环境非常棒，服务也好,商务房,5.0,0.4524999856948852,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '棒', '服务']",性价比,14,1.5,8422,3
H14,2020-01-16,性价比高！,精英房,5.0,0.7139999866485596,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['性价比', '高']",性价比,14,1.5,8423,3
H14,2020-01-16,酒店的服务很暖心，特别是这个陈少玲客房人员，让长期出差在外的我，非常的温暖（迟到的点评），本来后面预定了其他酒店，就直接退掉继续入住。,豪华房,1.0,0.6966000199317932,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '暖', '心', '特别', '陈少玲', '客房', '人员', '长期', '出差', '在外', '温暖', '迟到', '点评', '本来', '预定', '退掉', '入住']",卫生,14,1.0,8424,2
H14,2020-01-16,因为搬家，所以临时住了一晚。房间小，设施老旧，卫生一般。,商务房,2.0,0.6815999746322632,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['搬家', '临时', '住', '一晚', '房间', '设施', '旧', '卫生']",位置,14,1.0,8425,2
H14,2020-01-16,前台服务不错，主动给了我们广州地图，就是房间设施过于老旧。,商务房,1.0,0.3734000027179718,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '不错', '主动', '广州', '地图', '房间', '设施', '旧']",卫生,14,1.0,8426,2
H14,2020-01-17,入住体验非常好,精英房,0.0,0.713699996471405,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['入住', '体验']",服务,14,1.5,8427,3
H14,2020-01-17,早餐很好啊,豪华至尊大床房,5.0,0.5709999799728394,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['早餐'],性价比,14,1.5,8428,3
