酒店名称,评论日期,评论内容,入住房型,主题,评论对主题贡献度,主题关键字,评论分词,评价方面,酒店编号,emotional_value,index,情感等级
H03,2020-01-04,礼宾部冯家铭和杜经理服务很好,豪华园景房,1.0,0.8438000082969666,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '杜', '经理', '服务']",卫生,3,2.0000000000000004,1691,3
H03,2020-01-04,礼宾部冯家铭和杜经理服务很好????,豪华园景房,1.0,0.8438000082969666,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '杜', '经理', '服务']",卫生,3,2.0000000000000004,1692,3
H03,2020-01-04,礼宾部冯家铭和杜经理服务很好????,行政园景房,1.0,0.8438000082969666,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '杜', '经理', '服务']",卫生,3,2.0000000000000004,1693,3
H03,2020-01-05,酒店職員友善，房間很大，有旅遊巴到長隆，不用一千的房價已包雙人的早餐及晚餐，原本沒有很大的期望，結果早上及晚上的自助餐也很好。,豪华园景房,0.0,0.453000009059906,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['職員', '友善', '房間', '很大', '旅遊', '巴到', '長隆', '不用', '一千', '房價', '包', '雙人', '早餐', '晚餐', '原本', '沒有', '很大', '期望', '結果', '早上', '晚上', '自助餐']",服务,3,2.0,1694,3
H03,2020-01-05,非常不错的一次旅行,豪华园景房,2.0,0.39410001039505,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '旅行']",位置,3,2.0000000000000004,1695,3
H03,2020-01-05,小冯服务态度很好热情……,豪华园景房,1.0,0.7135000228881836,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务态度', '热情']",卫生,3,1.0,1696,2
H03,2020-01-05,服务不错！热情！,豪华园景房,5.0,0.7847999930381775,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '不错', '热情']",性价比,3,1.0,1697,2
H03,2020-01-05,酒店房间很亮堂，这点比较好，也很干净,豪华园景房,1.0,0.7853000164031982,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '亮堂', '干净']",卫生,3,2.0000000000000004,1698,3
H03,2020-01-05,服务周到！热情！房间很好！,豪华江景房,1.0,0.785099983215332,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务周到', '热情', '房间']",卫生,3,1.0,1699,2
H03,2020-01-05,小冯服务态度很好热情……,行政园景房,1.0,0.7134000062942505,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务态度', '热情']",卫生,3,1.0,1700,2
H03,2020-01-06,距离长隆欢乐世界不远，打车基本起步价。酒店安静整洁，服务态度非常好,豪华江景房,2.0,0.513700008392334,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['距离', '长隆', '欢乐', '世界', '不远', '打车', '起步价', '安静', '整洁', '服务态度']",位置,3,3.0,1701,4
H03,2020-01-06,临时决定去长隆，入住前一天预订，熊猫酒店2000多一晚，**酒店700多，就订了这个酒店。非常超值，酒店房间大，设施新，服务好，打车去长隆野生动物园很近。我们入住的时候是圣诞节后一天，在前台时宾客关系主任ADAM林先生送了很多圣诞小礼物给孩子，还给小孩每人一包酒店自制饼干和棉花糖，非常友好。退房的时候礼宾部的小冯还特意给我们带了几瓶瓶装水到乐园里面用。酒店一楼有一家不错的粤菜馆，蛋挞超级好吃。 总之是性价比很好的真正五星级酒店，非常推荐，各方面远超长隆熊猫酒店。我们是在这里住了一晚，又去长隆熊猫住了一晚可以享受乐园的双日门票和排队优先的服务。,豪华园景房,4.0,0.3310999870300293,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['临时', '长隆', '入住', '前一天', '预订', '熊猫', '晚', '订', '超值', '房间', '设施', '新', '服务', '打车', '长隆', '野生', '动物园', '入住', '圣诞节', '时', '宾客', '关系', '主任', '林先生', '送', '圣诞', '礼物', '孩子', '还给', '小孩', '每人', '一包', '自制', '饼干', '棉花', '糖', '友好', '退房', '礼宾', '部', '特意', '几瓶', '瓶装水', '乐园', '一楼', '一家', '不错', '粤菜馆', '蛋', '挞', '超级', '好吃', '性价比', '很好', '五星级', '推荐', '远', '超长', '熊猫', '住', '一晚', '长隆', '熊猫', '住', '一晚', '享受', '乐园', '双日', '排队', '优先', '服务']",设施,3,6.0,1702,5
H03,2020-01-06,前台气氛很好小谢也很热情酒店设施也很全,豪华园景房,3.0,0.4316000044345855,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['气氛', '很好', '小谢', '热情', '酒店设施', '全']",性价比,3,1.0,1703,2
H03,2020-01-07,非常不错的酒店，性价比高！,豪华园景房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '性价比', '高']",性价比,3,2.0000000000000004,1704,3
H03,2020-01-07,居住环境不错,豪华江景房,5.0,0.7857000231742859,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['居住', '环境', '不错']",性价比,3,2.0000000000000004,1705,3
H03,2020-01-07,到广州番禺首选这个酒店，周边环境好，出入行车方便，有免费停车场，吃饭可以在酒店也可以到附近一些饭店，品质和服务都很好的。酒店内设了两个很干净的游泳池，非常适合小孩子玩，还有羽毛球馆和网球馆，很好的住宿酒店！,豪华园景房,2.0,0.5533000230789185,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['广州', '番禺', '首选', '周边环境', '出入', '行车', '免费', '停车场', '吃饭', '饭店', '品质', '服务', '很好', '内设', '两个', '干净', '游泳池', '非常适合', '小孩子', '玩', '羽毛球馆', '网球馆', '很好', '住宿']",位置,3,1.0,1706,2
H03,2020-01-08,大半夜的除了电梯让人等了好久 其他服务都不错。酒店的价位性价比也可以，一次性洗漱用品要打电话送过来，建议房间里平价提供。,豪华园景房,2.0,0.4830000102519989,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['大半夜', '电梯', '好久', '服务', '不错', '价位', '性价比', '一次性', '洗漱', '用品', '打电话', '送过来', '建议', '房间', '里', '平价', '提供']",位置,3,2.0000000000000004,1707,3
H03,2020-01-09,去广州长隆玩，前一天住在**酒店，机场过去大概1小时，酒店本身就像一个景点，外观设计别具一格，大堂有一股咖啡糖的香味，入住时送的曲奇很好吃。房间有个小阳台，对面就是珠江。酒店的自助餐非常丰盛，早餐和早餐的口味都很好，日料、烧烤、粤式烧腊、甜品冰激凌等，几乎能满足一家人的各种偏好。第二天有免费的班车去长隆，可以提前去礼宾处预约。总体来说性价比非常高。,豪华园景房,3.0,0.3115000128746032,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['广州', '长隆', '玩', '前一天', '住', '机场', '小时', '外观设计', '别具一格', '一股', '咖啡', '糖', '香味', '入住', '时', '送', '曲奇', '好吃', '房间', '有个', '阳台', '对面', '珠江', '自助餐', '丰盛', '早餐', '早餐', '口味', '日料', '烧烤', '粤式', '烧腊', '甜品', '冰激凌', '一家人', '偏好', '第二天', '免费', '班车', '长隆', '提前', '礼宾', '处', '预约', '总体', '性价比', '高']",性价比,3,2.0,1708,3
H03,2020-01-09,前台的服务效率太低太低了。房间突然断电，后来换房。哎，这么大的一家酒店，服务不咋地。,豪华园景房,6.0,0.6610000133514404,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['服务', '效率', '太', '低', '太', '低', '房间', '断电', '换房', '一家', '服务', '不咋地']",设施,3,1.0,1709,2
H03,2020-01-09,房间很大，没有大床房了还帮我升级了，服务很好,豪华园景房,0.0,0.6664999723434448,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['房间', '很大', '床房', '帮', '升级', '服务']",服务,3,2.0000000000000004,1710,3
H03,2020-01-10,林生啊云服務好,豪华江景房,4.0,0.6018999814987183,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['云', '服務']",设施,3,2.0000000000000004,1711,3
H03,2020-01-10,林生小石服務好,豪华园景房,4.0,0.6068000197410583,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['小石', '服務']",设施,3,2.0000000000000004,1712,3
H03,2020-01-10,喜欢住高层,商务园景房,3.0,0.4972999989986419,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['喜欢', '住', '高层']",性价比,3,1.0,1713,2
H03,2020-01-11,独自带宝宝到长隆玩后入住了**酒店，一下车就有门童热情的帮拿行李，安排了寄存服务，还介绍第二天去长隆的班车，对酒店第一印象一下就好了起来。晚上到5楼吃了自助餐，菜品不错。后在酒店休息了下就去游泳池游泳了。泳池水凉，门口和露天泳池相连，也没玻璃遮挡，游了十几分钟受不了冷就出来了。一回到房间小朋友直接就呕吐，主要都吐在自己身上了，被子角也溅了一些，等把孩子收拾好，被子角也用湿巾擦干净，跟总机说了情况，提出还是有点气味能不能换下房间。总机处理不了说要转给主管，又跟这女主管说了情况，第一句话就是要派人上去查看下，如果弄的严重是要赔偿的！说的是没错，但字里行话间一点也没先关心下小朋友身体状况！这是在你们酒店吃的晚餐又游泳，怎么也是人重要吧？后来检查的来看过后说没问题的，不影响！给换了个房间，送门卡的人员还说要帮忙搬行李。换房后此酒店主管来电还是先说不用赔偿，真是二次失望，作为服务行业又是主管，第一次电话中已经答应如有问题会赔偿的，难道还不知在顾客眼中孩子是第一位吗？就不能先关心下孩子状况?退房时总机还送了盒棉花糖和饼干，说是酒店自己做的，出门又遇到了刚进酒店的那位门童，还是热情周到的帮搬行李，特意看了他的名字：冯家铭！总结这酒店一线员工真没得说，服务完全符合五星酒店的标准！酒店一线员工服务完全抵消了位置的不便。,豪华园景房,6.0,0.2206999957561493,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['宝宝', '长隆', '玩', '入住', '车', '门童', '热情', '帮拿', '行李', '安排', '寄存', '服务', '介绍', '第二天', '长隆', '班车', '第一印象', '晚上', '楼', '吃', '自助餐', '菜品', '不错', '后在', '休息', '了下', '游泳池', '游泳', '泳池', '水凉', '门口', '露天', '泳池', '相连', '玻璃', '遮挡', '游', '十几分钟', '受不了', '冷', '回到', '房间', '小朋友', '呕吐', '吐', '身上', '被子', '角', '溅', '孩子', '收拾', '被子', '角', '湿巾', '擦', '干净', '总机', '情况', '提出', '气味', '换下', '房间', '总机', '转给', '主管', '女主管', '情况', '第一句', '话', '派', '查看', '弄', '赔偿', '没错', '字', '里', '行话', '间', '一点', '没先', '关心', '小朋友', '身体状况', '吃', '晚餐', '游泳', '检查', '过后', '影响', '给换', '房间', '送', '门', '卡', '人员', '帮忙', '搬', '行李', '换房', '后此', '主管', '来电', '先', '不用', '赔偿', '二次', '失望', '服务行业', '主管', '第一次', '电话', '中', '答应', '赔偿', '不知', '顾客', '眼中', '孩子', '第一位', '先', '关心', '孩子', '状况', '退房', '时', '总机', '送', '盒', '棉花', '糖', '饼干', '做', '出门', '进', '那位', '门童', '热情周到', '帮', '搬', '行李', '特意', '名字', '一线', '员工', '真', '没得说', '服务', '完全符合', '五星', '标准', '一线', '员工', '服务', '抵消', '位置', '不便']",设施,3,-2.0,1714,1
H03,2020-01-11,早茶不错，就是上菜慢了点。,豪华园景房,1.0,0.4559000134468078,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['早茶', '不错', '上菜', '慢', '点']",卫生,3,2.0000000000000004,1715,3
H03,2020-01-12,很不错，适合居住。免费升级了套房，大浴缸很带感。酒店算是离广州南站最近的好酒店了、虽然实际距离不算远。,豪华园景房,0.0,0.5616000294685364,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['不错', '适合', '居住', '免费', '升级', '套房', '浴缸', '感', '算是', '广州', '南站', '距离', '不算', '远']",服务,3,2.0,1716,3
H03,2020-01-12,房间真的很大入住的比较晚、还升级了卫生也挺赶紧的 点赞 物美价廉,豪华园景房,0.0,0.5390999913215637,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['房间', '真的', '很大', '入住', '晚', '升级', '卫生', '赶紧', '点赞', '物美价廉']",服务,3,1.0,1717,2
H03,2020-01-12,环境很好，江景不错，房间也不错,豪华江景房,5.0,0.6812000274658203,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '江景', '不错', '房间', '不错']",性价比,3,2.0000000000000004,1718,3
H03,2020-01-12,手误定错成大床房，酒店前台完美解决，明明是我的错误，前台美女却连连道歉。泳池28度，所以没有体验，其他项目都不错。,豪华江景房,3.0,0.3673999905586242,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['手误', '定错', '成大', '床房', '完美', '解决', '明明', '错误', '美女', '道歉', '泳池', '度', '体验', '项目', '不错']",性价比,3,0.0,1719,2
H03,2020-01-13,住了几天，最开始不打算住同一酒店，没想到各方面都还不错。离长隆也很近，很好,豪华园景房,3.0,0.6496000289916992,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['住', '几天', '打算', '住', '没想到', '不错', '长隆']",性价比,3,-1.0,1720,1
H03,2020-01-13,环境服务很好,豪华园景房,5.0,0.7139000296592712,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '服务']",性价比,3,2.0000000000000004,1721,3
H03,2020-01-13,环境和服务，服务相当好。,豪华园景房,5.0,0.7853999733924866,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '服务', '服务']",性价比,3,2.0000000000000004,1722,3
H03,2020-01-13,礼宾部冯家铭服务很好,豪华园景房,1.0,0.7856000065803528,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['礼宾', '部', '服务']",卫生,3,2.0000000000000004,1723,3
H03,2020-01-13,经常去的一家酒店，老公每次出差都住这里,豪华园景房,2.0,0.8568999767303467,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['一家', '老公', '每次', '出差', '住']",位置,3,2.0000000000000004,1724,3
H03,2020-01-14,小区配套的酒店，自助餐很棒，品种丰富。房间也很大很安静，带小孩来玩的，离长隆十五分钟车程，设施齐全。。,豪华园景房,5.0,0.4070999920368194,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['小区', '配套', '自助餐', '很棒', '品种', '房间', '很大', '安静', '小孩', '玩', '十五分钟', '车程', '设施', '齐全']",性价比,3,2.0,1725,3
H03,2020-01-14,五星酒店，前台小伙子服务又快又好，房间、卫生间大，床品干净，早餐很好、水果品种多。,豪华园景房,1.0,0.5062999725341797,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['五星', '小伙子', '服务', '又快又好', '房间', '卫生间', '床品', '干净', '早餐', '水果', '品种']",卫生,3,2.0000000000000004,1726,3
H03,2020-01-14,特别棒的酒店，性价比很高，家庭出游方便，如果下次来，还会选择这里，地理位置也不错，比较繁华，热闹……,豪华园景房,2.0,0.5033000111579895,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['特别', '棒', '性价比', '高', '家庭', '出游', '下次', '选择', '地理位置', '不错', '繁华', '热闹']",位置,3,2.0,1727,3
H03,2020-01-14,太满意了，前台小张美女居然给我们升级了江景，实在太感谢了，小张美女又美又温柔哦,豪华园景房,0.0,0.3564000129699707,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['太', '满意', '小张', '美女', '升级', '江景', '实在', '太', '感谢', '小张', '美女', '美', '温柔']",服务,3,4.0,1728,4
H03,2020-01-14,感觉很好豪华和气派,豪华园景房,0.0,0.7849000096321106,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['感觉', '豪华', '气派']",服务,3,2.0,1729,3
H03,2020-01-14,作为北方人感觉这个早餐吃不饱，吃不惯??,豪华园景房,2.0,0.609499990940094,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['北方', '感觉', '早餐', '吃不饱', '吃', '惯']",位置,3,2.0000000000000004,1730,3
H03,2020-01-14,酒店很棒，离长隆动物园有班车，服务不错，就是房价波动比较大,豪华园景房,5.0,0.6251999735832214,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['很棒', '动物园', '班车', '服务', '不错', '房价', '波动']",性价比,3,1.0,1731,2
H03,2020-01-14,交通方便 广州老城与番禺交界处承上启下 进出方便,豪华江景房,3.0,0.7031000256538391,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['交通', '广州', '老城', '番禺', '交界处', '承上启下', '进出']",性价比,3,2.0000000000000004,1732,3
H03,2020-01-14,前台小张服务非常好，感谢！,豪华园景房,0.0,0.7851999998092651,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['小张', '服务', '感谢']",服务,3,1.0,1733,2
H03,2020-01-15,早餐很丰盛,豪华园景房,5.0,0.7141000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '丰盛']",性价比,3,2.0000000000000004,1734,3
H03,2020-01-15,很好，就是返现速度慢,商务江景房,3.0,0.3995999991893768,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['返现', '速度慢']",性价比,3,2.0000000000000004,1735,3
H03,2020-01-15,服务态度好,豪华园景房,6.0,0.570900022983551,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验",['服务态度'],设施,3,2.0000000000000004,1736,3
H03,2020-01-15,每一次入住**酒店，不到12点开始不停催退房，钻石会员也一样，每15分钟到30分钟就打电话催一次，凌晨6点入住12点也不停催退房，什么服务？什么服务？,豪华园景房,6.0,0.5791000127792358,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['入住', '不到', '点', '不停', '催', '退房', '钻石', '会员', '每分钟', '分钟', '打电话', '催', '凌晨', '点', '入住', '点', '不停', '催', '退房', '服务', '服务']",设施,3,-1.0,1737,1
H03,2020-01-15,晚餐自助很丰盛 酒店设施也不错,豪华园景房,5.0,0.5651000142097473,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['晚餐', '自助', '丰盛', '酒店设施', '不错']",性价比,3,1.0,1738,2
H03,2020-01-15,完全超乎想象！赞,豪华园景房,1.0,0.4900999963283539,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['超乎', '想象', '赞']",卫生,3,2.0000000000000004,1739,3
H03,2020-01-16,早餐，晚餐都挺丰盛。儿子爱吃。宾馆干净，环境挺好，就是洗澡间最下边墙壁有少量霉点，要改进一下更完美。下次去长隆还会选择贵店，礼宾台服务很好。,豪华园景房,0.0,0.5608000159263611,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['早餐', '晚餐', '丰盛', '儿子', '爱', '吃', '宾馆', '干净', '环境', '洗澡间', '下边', '墙壁', '少量', '霉点', '改进', '完美', '下次', '长隆', '选择', '贵店', '礼宾', '台', '服务']",服务,3,2.0,1740,3
H03,2020-01-16,从来不评价，这次特例，原因是酒店各项服务设施大大超出预期。长隆来过几次了，这次熊猫酒店没有房间了，,豪华园景房,3.0,0.375,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['从来不', '评价', '特例', '原因', '各项', '服务设施', '超出', '预期', '长隆', '几次', '熊猫', '房间']",性价比,3,-1.0,1741,1
H03,2020-01-16,总体都不错 就是有点霉味,豪华园景房,5.0,0.4833000004291534,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['总体', '不错', '霉味']",性价比,3,2.0000000000000004,1742,3
H03,2020-01-16,圈圈点点，重点是交通太不方便！去的时候楼下学校放学。在楼下堵了半个多小时！住了一周，出游总得反复走高速路租的车没有etc！总得排队堵车！酒店地下车库车位不足！还有时候得出酒店停桥下！反正开车很不方便！酒店位置不理想！周边没有餐厅！打车最快一刻钟能找到餐厅！早餐非常丰富！离长隆开车一刻钟！泳池水温28度不错！,豪华园景房,6.0,0.4257999956607818,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['圈圈点点', '重点', '交通', '太', '楼下', '学校', '放学', '楼下', '堵', '半个', '小时', '住', '一周', '出游', '总得', '反复', '走', '高速路', '租', '车', '总得', '排队', '堵车', '地下', '车库', '车位', '停', '桥下', '反正', '开车', '位置', '理想', '周边', '餐厅', '打车', '最快', '一刻钟', '找到', '餐厅', '早餐', '开车', '一刻钟', '泳池', '水', '温度', '不错']",设施,3,0.0,1743,2
H03,2020-01-16,服务好！早晚餐超好！,豪华园景房,0.0,0.8277999758720398,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '早', '晚餐', '超好']",服务,3,1.0,1744,2
H03,2020-01-16,环境很好早餐不错！！！！,豪华江景房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '早餐', '不错']",性价比,3,2.0000000000000004,1745,3
H03,2020-01-16,很干净，吃飯方便，空氣好,豪华园景房,1.0,0.5490000247955322,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['干净', '吃', '飯', '空氣']",卫生,3,2.0000000000000004,1746,3
H03,2020-01-17,很不错的旅行,豪华园景房,2.0,0.3941999971866607,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '旅行']",位置,3,2.0000000000000004,1747,3
H03,2020-01-17,硬件没得说，服务好，,豪华园景房,4.0,0.5364000201225281,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['硬件', '没得说', '服务']",设施,3,-1.0,1748,1
H03,2020-01-17,环境很好，早餐不错！！！！！！！！,豪华江景房,5.0,0.7856000065803528,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '早餐', '不错']",性价比,3,2.0000000000000004,1749,3
H03,2020-01-18,整体外观高大上，看上去就比较舒服。丰富的早晚餐，干净整洁的房间，热情的服务，就是位置相对较偏，但性价比不错，值得选择！,豪华园景房,5.0,0.3794000148773193,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['整体', '外观', '高大', '舒服', '早', '晚餐', '干净', '整洁', '房间', '热情', '服务', '位置', '偏', '性价比', '不错', '值得', '选择']",性价比,3,4.0,1750,4
